Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,22785500,0.0,0
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,33950400,0.0,0
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,44584200,0.0,0
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,41842100,0.0,0
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,35245900,0.0,0
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,33034000,0.0,0
2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,29733000,0.0,0
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,29896000,0.0,0
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,22647900,0.0,0
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,26034900,0.0,0
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,27717700,0.0,0
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,29500700,0.0,0
2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,34833000,0.0,0
2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,46410700,0.0,0
2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,30127000,0.0,0
2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,31638400,0.0,0
2021-03-24,237.85000610351562,238.0,235.32000732421875,235.4600067138672,25620100,0.0,0
2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,34061900,0.0,0
2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,25471700,0.0,0
2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,25227500,0.0,0
2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,24770100,0.0,0
2021-03-31,232.91000366210938,234.7899932861328,232.38999938964844,234.4149932861328,4775803,0.0,0
